,pos,neg,sum,pos_pct
IEM,1.0,2.0,3.0,0.3333333333333333
IEN,3.0,3.0,6.0,0.5
IEP,1.0,,1.0,1.0
IEQ,3.0,,3.0,1.0
IET,4.0,2.0,6.0,0.6666666666666666
IEU,1.0,,1.0,1.0
IEV,2.0,,2.0,1.0
IEY,1.0,,1.0,1.0
IEZ,1.0,1.0,2.0,0.5
IF,1.0,1.0,2.0,0.5
IFA,3.0,1.0,4.0,0.75
IFC,1.0,,1.0,1.0
IFD,1.0,,1.0,1.0
IFE,6.0,1.0,7.0,0.8571428571428571
IFF,,1.0,1.0,
IFG,,1.0,1.0,
IFI,7.0,3.0,10.0,0.7
IFK,2.0,,2.0,1.0
IFL,6.0,1.0,7.0,0.8571428571428571
IFM,2.0,1.0,3.0,0.6666666666666666
IFN,17.0,1.0,18.0,0.9444444444444444
IFO,,2.0,2.0,
IFQ,23.0,9.0,32.0,0.71875
IFR,1.0,,1.0,1.0
IFS,,1.0,1.0,
IFT,1.0,1.0,2.0,0.5
IFU,1.0,,1.0,1.0
IFV,2.0,,2.0,1.0
IFW,1.0,,1.0,1.0
IFX,1.0,2.0,3.0,0.3333333333333333
IFY,1.0,,1.0,1.0
IFZ,1.0,,1.0,1.0
IG,2.0,3.0,5.0,0.4
IGA,10.0,1.0,11.0,0.9090909090909091
IGB,1.0,2.0,3.0,0.3333333333333333
IGC,4.0,,4.0,1.0
IGD,1.0,,1.0,1.0
IGH,,1.0,1.0,
IGI,4.0,,4.0,1.0
IGK,1.0,,1.0,1.0
IGL,19.0,4.0,23.0,0.8260869565217391
IGM,10.0,,10.0,1.0
IGO,1.0,,1.0,1.0
IGQ,1.0,,1.0,1.0
IGR,11.0,3.0,14.0,0.7857142857142857
IGS,7.0,1.0,8.0,0.875
IGT,5.0,,5.0,1.0
IGU,5.0,,5.0,1.0
IGW,6.0,,6.0,1.0
IGZ,2.0,,2.0,1.0
IH,2.0,,2.0,1.0
IHA,1.0,,1.0,1.0
IHB,1.0,1.0,2.0,0.5
IHC,1.0,,1.0,1.0
IHD,,1.0,1.0,
IHF,1.0,,1.0,1.0
IHG,1.0,,1.0,1.0
IHH,,1.0,1.0,
IHI,3.0,1.0,4.0,0.75
IHJ,1.0,,1.0,1.0
IHK,47.0,18.0,65.0,0.7230769230769231
IHN,5.0,2.0,7.0,0.7142857142857143
IHO,,1.0,1.0,
IHP,2.0,,2.0,1.0
IHQ,3.0,1.0,4.0,0.75
IHS,2.0,,2.0,1.0
IHU,1.0,,1.0,1.0
IHV,1.0,,1.0,1.0
IHW,2.0,,2.0,1.0
IHY,,2.0,2.0,
II,1.0,,1.0,1.0
IIA,4.0,,4.0,1.0
IIC,1.0,,1.0,1.0
IID,1.0,,1.0,1.0
IIE,1.0,,1.0,1.0
IIF,3.0,,3.0,1.0
IIH,1.0,,1.0,1.0
III,1.0,,1.0,1.0
IIJ,,1.0,1.0,
IIK,1.0,,1.0,1.0
IIL,1.0,,1.0,1.0
IIM,2.0,,2.0,1.0
IIN,1.0,,1.0,1.0
IIO,1.0,,1.0,1.0
IIP,39.0,15.0,54.0,0.7222222222222222
IIQ,2.0,1.0,3.0,0.6666666666666666
IIR,1.0,,1.0,1.0
IIW,1.0,,1.0,1.0
IIX,1.0,,1.0,1.0
IIY,,1.0,1.0,
IIZ,,1.0,1.0,
IJ,2.0,,2.0,1.0
IJA,8.0,2.0,10.0,0.8
IJB,1.0,,1.0,1.0
IJC,4.0,4.0,8.0,0.5
IJD,4.0,2.0,6.0,0.6666666666666666
IJE,4.0,1.0,5.0,0.8
IJF,,1.0,1.0,
IJG,1.0,,1.0,1.0
IJH,1.0,1.0,2.0,0.5
IJJ,1.0,,1.0,1.0
IJL,3.0,4.0,7.0,0.42857142857142855
IJM,1.0,,1.0,1.0
IJN,4.0,,4.0,1.0
IJO,1.0,,1.0,1.0
IJP,9.0,1.0,10.0,0.9
IJQ,3.0,1.0,4.0,0.75
IJR,22.0,7.0,29.0,0.7586206896551724
IJS,1.0,2.0,3.0,0.3333333333333333
IJT,3.0,,3.0,1.0
IJV,1.0,,1.0,1.0
IJW,1.0,,1.0,1.0
IJX,1.0,,1.0,1.0
IJY,,2.0,2.0,
IJZ,2.0,1.0,3.0,0.6666666666666666
IK,5.0,,5.0,1.0
IKB,21.0,9.0,30.0,0.7
IKC,1.0,,1.0,1.0
IKD,,1.0,1.0,
IKE,1.0,1.0,2.0,0.5
IKF,1.0,,1.0,1.0
IKG,2.0,1.0,3.0,0.6666666666666666
IKH,1.0,1.0,2.0,0.5
IKK,1.0,,1.0,1.0
IKM,1.0,,1.0,1.0
IKN,1.0,,1.0,1.0
IKO,1.0,,1.0,1.0
IKP,4.0,1.0,5.0,0.8
IKQ,2.0,1.0,3.0,0.6666666666666666
IKR,3.0,2.0,5.0,0.6
IKS,,1.0,1.0,
IKT,1.0,,1.0,1.0
IKV,2.0,,2.0,1.0
IKW,4.0,7.0,11.0,0.36363636363636365
IKX,7.0,1.0,8.0,0.875
IKY,3.0,2.0,5.0,0.6
IKZ,3.0,1.0,4.0,0.75
IL,5.0,2.0,7.0,0.7142857142857143
ILA,1.0,,1.0,1.0
ILB,1.0,1.0,2.0,0.5
ILC,1.0,,1.0,1.0
ILD,4.0,2.0,6.0,0.6666666666666666
ILE,,1.0,1.0,
ILF,,1.0,1.0,
ILH,1.0,1.0,2.0,0.5
ILI,2.0,,2.0,1.0
ILJ,,1.0,1.0,
ILK,3.0,,3.0,1.0
ILM,1.0,,1.0,1.0
ILN,5.0,,5.0,1.0
ILO,1.0,,1.0,1.0
ILP,1.0,,1.0,1.0
ILQ,1.0,,1.0,1.0
ILR,11.0,3.0,14.0,0.7857142857142857
ILS,1.0,,1.0,1.0
ILT,8.0,1.0,9.0,0.8888888888888888
ILU,12.0,6.0,18.0,0.6666666666666666
ILW,2.0,3.0,5.0,0.4
ILX,2.0,1.0,3.0,0.6666666666666666
ILY,1.0,,1.0,1.0
ILZ,9.0,5.0,14.0,0.6428571428571429
IM,26.0,2.0,28.0,0.9285714285714286
IMB,2.0,,2.0,1.0
IMC,1.0,1.0,2.0,0.5
IMD,2.0,1.0,3.0,0.6666666666666666
IME,6.0,,6.0,1.0
IMH,1.0,,1.0,1.0
IMJ,3.0,,3.0,1.0
IML,34.0,10.0,44.0,0.7727272727272727
IMM,36.0,8.0,44.0,0.8181818181818182
IMN,1.0,,1.0,1.0
IMO,,1.0,1.0,
IMQ,1.0,,1.0,1.0
IMR,1.0,,1.0,1.0
IMS,1.0,,1.0,1.0
IMT,4.0,1.0,5.0,0.8
IMV,9.0,,9.0,1.0
IMW,2.0,,2.0,1.0
IMX,1.0,,1.0,1.0
IMY,,1.0,1.0,
IMZ,1.0,,1.0,1.0
IN,3.0,,3.0,1.0
INA,,1.0,1.0,
INC,2.0,,2.0,1.0
IND,1.0,,1.0,1.0
INF,1.0,,1.0,1.0
ING,1.0,,1.0,1.0
INH,1.0,3.0,4.0,0.25
INI,1.0,1.0,2.0,0.5
INJ,1.0,,1.0,1.0
INL,1.0,,1.0,1.0
INM,3.0,1.0,4.0,0.75
INO,1.0,,1.0,1.0
INP,,1.0,1.0,
INQ,1.0,,1.0,1.0
INT,1.0,,1.0,1.0
INW,5.0,1.0,6.0,0.8333333333333334
INX,2.0,,2.0,1.0
INY,2.0,,2.0,1.0
INZ,2.0,3.0,5.0,0.4
IO,18.0,8.0,26.0,0.6923076923076923
IOA,2.0,,2.0,1.0
IOB,5.0,1.0,6.0,0.8333333333333334
IOC,7.0,10.0,17.0,0.4117647058823529
IOD,2.0,3.0,5.0,0.4
IOF,1.0,,1.0,1.0
IOG,7.0,1.0,8.0,0.875
IOI,,1.0,1.0,
IOJ,1.0,,1.0,1.0
IOK,1.0,,1.0,1.0
IOL,,1.0,1.0,
IOM,1.0,,1.0,1.0
ION,1.0,,1.0,1.0
IOQ,2.0,,2.0,1.0
IOR,1.0,,1.0,1.0
IOS,1.0,,1.0,1.0
IOT,1.0,,1.0,1.0
IOU,8.0,5.0,13.0,0.6153846153846154
IOV,1.0,,1.0,1.0
IOW,,2.0,2.0,
IOX,1.0,,1.0,1.0
IOY,1.0,,1.0,1.0
IOZ,1.0,,1.0,1.0
IP,7.0,1.0,8.0,0.875
IPA,3.0,1.0,4.0,0.75
IPB,1.0,,1.0,1.0
IPD,4.0,,4.0,1.0
IPE,1.0,,1.0,1.0
IPF,1.0,1.0,2.0,0.5
IPG,6.0,1.0,7.0,0.8571428571428571
IPI,,1.0,1.0,
IPJ,,2.0,2.0,
IPK,5.0,4.0,9.0,0.5555555555555556
IPM,,2.0,2.0,
IPN,1.0,,1.0,1.0
IPO,2.0,,2.0,1.0
IPQ,1.0,,1.0,1.0
IPR,1.0,,1.0,1.0
IPS,3.0,,3.0,1.0
IPT,1.0,1.0,2.0,0.5
IPU,3.0,5.0,8.0,0.375
IPW,8.0,9.0,17.0,0.47058823529411764
IPY,33.0,2.0,35.0,0.9428571428571428
IPZ,1.0,,1.0,1.0
IQ,14.0,1.0,15.0,0.9333333333333333
IQA,2.0,1.0,3.0,0.6666666666666666
IQC,2.0,1.0,3.0,0.6666666666666666
IQD,37.0,9.0,46.0,0.8043478260869565
IQE,,1.0,1.0,
IQF,1.0,,1.0,1.0
IQG,3.0,,3.0,1.0
IQH,3.0,2.0,5.0,0.6
IQI,2.0,2.0,4.0,0.5
IQK,18.0,4.0,22.0,0.8181818181818182
IQL,17.0,6.0,23.0,0.7391304347826086
IQM,1.0,,1.0,1.0
IQN,1.0,,1.0,1.0
IQO,2.0,,2.0,1.0
IQP,3.0,,3.0,1.0
IQQ,1.0,,1.0,1.0
IQR,42.0,8.0,50.0,0.84
IQS,,3.0,3.0,
IQT,1.0,,1.0,1.0
IQU,1.0,,1.0,1.0
IQV,1.0,,1.0,1.0
IQW,6.0,1.0,7.0,0.8571428571428571
IQZ,1.0,1.0,2.0,0.5
IR,4.0,,4.0,1.0
IRC,8.0,2.0,10.0,0.8
IRD,1.0,,1.0,1.0
IRE,1.0,,1.0,1.0
IRF,2.0,,2.0,1.0
IRH,1.0,,1.0,1.0
IRI,2.0,,2.0,1.0
IRJ,1.0,,1.0,1.0
IRL,1.0,,1.0,1.0
IRM,2.0,,2.0,1.0
IRN,1.0,,1.0,1.0
IRP,2.0,,2.0,1.0
IRQ,1.0,,1.0,1.0
IRR,4.0,,4.0,1.0
IRS,1.0,,1.0,1.0
IRT,3.0,1.0,4.0,0.75
IRU,,1.0,1.0,
IRV,1.0,,1.0,1.0
IRW,1.0,,1.0,1.0
IRX,17.0,2.0,19.0,0.8947368421052632
IRY,1.0,,1.0,1.0
IRZ,3.0,,3.0,1.0
IS,4.0,1.0,5.0,0.8
ISA,2.0,1.0,3.0,0.6666666666666666
ISD,2.0,,2.0,1.0
ISE,,1.0,1.0,
ISF,1.0,,1.0,1.0
ISG,14.0,13.0,27.0,0.5185185185185185
ISH,3.0,1.0,4.0,0.75
ISI,1.0,,1.0,1.0
ISJ,2.0,2.0,4.0,0.5
ISK,1.0,,1.0,1.0
ISL,4.0,,4.0,1.0
ISM,2.0,3.0,5.0,0.4
ISN,1.0,2.0,3.0,0.3333333333333333
ISP,1.0,,1.0,1.0
ISQ,1.0,,1.0,1.0
ISR,4.0,2.0,6.0,0.6666666666666666
ISS,10.0,6.0,16.0,0.625
IST,2.0,4.0,6.0,0.3333333333333333
ISU,1.0,1.0,2.0,0.5
ISV,5.0,1.0,6.0,0.8333333333333334
ISW,6.0,,6.0,1.0
ISX,1.0,3.0,4.0,0.25
ISY,7.0,2.0,9.0,0.7777777777777778
ISZ,1.0,,1.0,1.0
IT,1.0,,1.0,1.0
ITA,1.0,,1.0,1.0
ITC,1.0,,1.0,1.0
ITD,1.0,,1.0,1.0
ITF,12.0,1.0,13.0,0.9230769230769231
ITH,9.0,8.0,17.0,0.5294117647058824
ITI,,2.0,2.0,
ITL,1.0,2.0,3.0,0.3333333333333333
ITM,1.0,,1.0,1.0
ITP,2.0,,2.0,1.0
ITQ,2.0,,2.0,1.0
ITR,1.0,,1.0,1.0
ITS,1.0,1.0,2.0,0.5
ITU,1.0,,1.0,1.0
ITV,1.0,1.0,2.0,0.5
ITW,,2.0,2.0,
ITX,9.0,4.0,13.0,0.6923076923076923
ITZ,8.0,6.0,14.0,0.5714285714285714
IU,3.0,,3.0,1.0
IUA,2.0,,2.0,1.0
IUB,1.0,,1.0,1.0
IUC,,1.0,1.0,
IUD,3.0,3.0,6.0,0.5
IUE,1.0,,1.0,1.0
IUF,3.0,,3.0,1.0
IUG,1.0,,1.0,1.0
IUH,1.0,1.0,2.0,0.5
IUI,1.0,1.0,2.0,0.5
IUJ,3.0,,3.0,1.0
IUK,1.0,,1.0,1.0
IUL,5.0,,5.0,1.0
IUM,1.0,1.0,2.0,0.5
IUN,13.0,4.0,17.0,0.7647058823529411
IUP,1.0,1.0,2.0,0.5
IUQ,3.0,,3.0,1.0
IUR,,1.0,1.0,
IUS,4.0,3.0,7.0,0.5714285714285714
IUT,2.0,2.0,4.0,0.5
IUU,1.0,,1.0,1.0
IUV,1.0,,1.0,1.0
IUW,3.0,,3.0,1.0
IUX,1.0,,1.0,1.0
IUY,1.0,,1.0,1.0
IUZ,,1.0,1.0,
IVA,,1.0,1.0,
IVB,2.0,,2.0,1.0
IVC,1.0,,1.0,1.0
IVE,1.0,,1.0,1.0
IVF,1.0,,1.0,1.0
IVH,1.0,2.0,3.0,0.3333333333333333
IVJ,3.0,,3.0,1.0
IVK,3.0,,3.0,1.0
IVL,2.0,3.0,5.0,0.4
IVP,24.0,5.0,29.0,0.8275862068965517
IVR,1.0,,1.0,1.0
IVS,7.0,,7.0,1.0
IVT,2.0,3.0,5.0,0.4
IVU,2.0,,2.0,1.0
IVV,,2.0,2.0,
IVW,2.0,,2.0,1.0
IVX,1.0,,1.0,1.0
IVY,1.0,1.0,2.0,0.5
IVZ,1.0,,1.0,1.0
IW,,2.0,2.0,
IWA,4.0,1.0,5.0,0.8
IWB,5.0,3.0,8.0,0.625
IWE,2.0,,2.0,1.0
IWF,1.0,1.0,2.0,0.5
IWG,3.0,,3.0,1.0
IWH,7.0,4.0,11.0,0.6363636363636364
IWJ,1.0,,1.0,1.0
IWK,1.0,,1.0,1.0
IWL,1.0,,1.0,1.0
IWN,4.0,1.0,5.0,0.8
IWO,1.0,,1.0,1.0
IWP,1.0,,1.0,1.0
IWQ,8.0,1.0,9.0,0.8888888888888888
IWR,2.0,1.0,3.0,0.6666666666666666
IWT,1.0,,1.0,1.0
IWU,3.0,1.0,4.0,0.75
IWV,8.0,3.0,11.0,0.7272727272727273
IWW,3.0,1.0,4.0,0.75
IWX,31.0,6.0,37.0,0.8378378378378378
IWY,1.0,,1.0,1.0
IX,11.0,4.0,15.0,0.7333333333333333
IXA,1.0,,1.0,1.0
IXB,1.0,1.0,2.0,0.5
IXC,1.0,,1.0,1.0
IXF,12.0,2.0,14.0,0.8571428571428571
IXG,,1.0,1.0,
IXH,,1.0,1.0,
IXI,,2.0,2.0,
IXJ,3.0,1.0,4.0,0.75
IXK,1.0,,1.0,1.0
IXM,1.0,,1.0,1.0
IXO,10.0,5.0,15.0,0.6666666666666666
IXQ,,1.0,1.0,
IXS,2.0,,2.0,1.0
IXU,1.0,,1.0,1.0
IXV,5.0,3.0,8.0,0.625
IXW,2.0,,2.0,1.0
IXX,1.0,,1.0,1.0
IXY,1.0,,1.0,1.0
IXZ,4.0,,4.0,1.0
IY,4.0,2.0,6.0,0.6666666666666666
IYB,3.0,,3.0,1.0
IYC,3.0,1.0,4.0,0.75
IYD,,1.0,1.0,
IYE,,1.0,1.0,
IYG,,1.0,1.0,
IYH,2.0,1.0,3.0,0.6666666666666666
IYI,2.0,,2.0,1.0
IYJ,,1.0,1.0,
IYL,1.0,1.0,2.0,0.5
IYM,3.0,,3.0,1.0
IYN,3.0,,3.0,1.0
IYO,6.0,3.0,9.0,0.6666666666666666
IYP,10.0,,10.0,1.0
IYQ,6.0,3.0,9.0,0.6666666666666666
IYS,1.0,1.0,2.0,0.5
IYT,1.0,,1.0,1.0
IYU,1.0,,1.0,1.0
IYV,2.0,,2.0,1.0
IYY,,1.0,1.0,
IYZ,1.0,,1.0,1.0
IZ,3.0,,3.0,1.0
IZA,,1.0,1.0,
IZB,1.0,1.0,2.0,0.5
IZD,8.0,4.0,12.0,0.6666666666666666
IZE,1.0,,1.0,1.0
IZG,1.0,,1.0,1.0
IZH,2.0,,2.0,1.0
IZI,3.0,,3.0,1.0
IZJ,1.0,,1.0,1.0
IZK,5.0,1.0,6.0,0.8333333333333334
IZL,2.0,,2.0,1.0
IZM,12.0,2.0,14.0,0.8571428571428571
IZO,1.0,,1.0,1.0
IZP,1.0,,1.0,1.0
IZR,1.0,4.0,5.0,0.2
IZS,,2.0,2.0,
IZT,1.0,,1.0,1.0
IZU,4.0,3.0,7.0,0.5714285714285714
IZV,1.0,,1.0,1.0
IZW,1.0,,1.0,1.0
IZX,5.0,3.0,8.0,0.625
IZZ,2.0,1.0,3.0,0.6666666666666666
J,2.0,1.0,3.0,0.6666666666666666
JA,1.0,,1.0,1.0
JAA,1.0,2.0,3.0,0.3333333333333333
JAB,1.0,2.0,3.0,0.3333333333333333
JAC,18.0,3.0,21.0,0.8571428571428571
JAE,1.0,,1.0,1.0
JAF,5.0,3.0,8.0,0.625
JAH,1.0,,1.0,1.0
JAJ,2.0,2.0,4.0,0.5
JAK,1.0,,1.0,1.0
JAL,1.0,,1.0,1.0
JAM,1.0,,1.0,1.0
JAN,1.0,,1.0,1.0
JAO,1.0,,1.0,1.0
JAQ,6.0,,6.0,1.0
JAR,4.0,1.0,5.0,0.8
JAS,3.0,,3.0,1.0
JAT,4.0,1.0,5.0,0.8
JAW,,2.0,2.0,
JAY,2.0,,2.0,1.0
JAZ,1.0,,1.0,1.0
JB,2.0,1.0,3.0,0.6666666666666666
JBA,1.0,,1.0,1.0
JBB,,1.0,1.0,
JBD,2.0,,2.0,1.0
JBE,2.0,,2.0,1.0
JBG,25.0,6.0,31.0,0.8064516129032258
JBH,4.0,,4.0,1.0
JBI,2.0,1.0,3.0,0.6666666666666666
JBJ,67.0,8.0,75.0,0.8933333333333333
JBL,35.0,6.0,41.0,0.8536585365853658
JBM,,1.0,1.0,
JBN,2.0,,2.0,1.0
JBO,1.0,,1.0,1.0
JBQ,2.0,1.0,3.0,0.6666666666666666
JBR,6.0,1.0,7.0,0.8571428571428571
JBS,1.0,,1.0,1.0
JBT,2.0,,2.0,1.0
JBU,2.0,,2.0,1.0
JBV,2.0,,2.0,1.0
JBW,20.0,4.0,24.0,0.8333333333333334
JBY,,1.0,1.0,
JBZ,1.0,,1.0,1.0
JC,5.0,4.0,9.0,0.5555555555555556
JCA,13.0,3.0,16.0,0.8125
JCC,5.0,2.0,7.0,0.7142857142857143
JCD,1.0,,1.0,1.0
JCE,3.0,,3.0,1.0
JCF,,1.0,1.0,
JCG,7.0,2.0,9.0,0.7777777777777778
JCJ,2.0,,2.0,1.0
JCK,,1.0,1.0,
JCM,2.0,1.0,3.0,0.6666666666666666
JCN,,1.0,1.0,
JCO,2.0,,2.0,1.0
JCP,1.0,,1.0,1.0
JCQ,1.0,,1.0,1.0
JCR,2.0,,2.0,1.0
JCS,2.0,,2.0,1.0
JCT,1.0,,1.0,1.0
JCU,3.0,,3.0,1.0
JCV,2.0,,2.0,1.0
JCW,1.0,,1.0,1.0
JCX,1.0,1.0,2.0,0.5
JCZ,2.0,1.0,3.0,0.6666666666666666
JD,12.0,1.0,13.0,0.9230769230769231
JDB,,1.0,1.0,
JDC,3.0,,3.0,1.0
JDD,1.0,,1.0,1.0
JDE,1.0,,1.0,1.0
JDF,1.0,,1.0,1.0
JDH,1.0,,1.0,1.0
JDI,1.0,,1.0,1.0
JDJ,30.0,11.0,41.0,0.7317073170731707
JDK,,1.0,1.0,
JDL,4.0,1.0,5.0,0.8
JDM,2.0,,2.0,1.0
JDN,2.0,,2.0,1.0
JDO,1.0,,1.0,1.0
JDP,,1.0,1.0,
JDR,,1.0,1.0,
JDS,1.0,,1.0,1.0
JDT,2.0,2.0,4.0,0.5
JDU,2.0,,2.0,1.0
JDV,,1.0,1.0,
JDX,2.0,,2.0,1.0
JDY,1.0,,1.0,1.0
JE,1.0,1.0,2.0,0.5
JEA,35.0,1.0,36.0,0.9722222222222222
JEB,4.0,,4.0,1.0
JEC,23.0,5.0,28.0,0.8214285714285714
JED,5.0,3.0,8.0,0.625
JEF,4.0,,4.0,1.0
JEH,1.0,,1.0,1.0
JEI,2.0,1.0,3.0,0.6666666666666666
JEJ,,1.0,1.0,
JEK,1.0,,1.0,1.0
JEL,2.0,,2.0,1.0
JEM,13.0,2.0,15.0,0.8666666666666667
JEN,4.0,5.0,9.0,0.4444444444444444
JEP,4.0,,4.0,1.0
JES,1.0,,1.0,1.0
JEU,,1.0,1.0,
JEV,1.0,,1.0,1.0
JEX,1.0,1.0,2.0,0.5
JEY,1.0,,1.0,1.0
JEZ,1.0,3.0,4.0,0.25
JF,,1.0,1.0,
JFB,,1.0,1.0,
JFC,2.0,,2.0,1.0
JFD,2.0,,2.0,1.0
JFE,2.0,,2.0,1.0
JFF,,1.0,1.0,
JFH,12.0,2.0,14.0,0.8571428571428571
JFI,,1.0,1.0,
JFJ,2.0,,2.0,1.0
JFK,,1.0,1.0,
JFL,2.0,1.0,3.0,0.6666666666666666
JFM,6.0,,6.0,1.0
JFN,1.0,,1.0,1.0
JFO,5.0,1.0,6.0,0.8333333333333334
JFP,3.0,1.0,4.0,0.75
JFT,1.0,,1.0,1.0
JFU,4.0,,4.0,1.0
JFW,1.0,1.0,2.0,0.5
JFX,2.0,2.0,4.0,0.5
JFY,,1.0,1.0,
JFZ,4.0,1.0,5.0,0.8
JG,3.0,3.0,6.0,0.5
JGA,1.0,,1.0,1.0
JGB,2.0,1.0,3.0,0.6666666666666666
JGE,1.0,,1.0,1.0
JGG,1.0,,1.0,1.0
JGI,2.0,,2.0,1.0
JGJ,1.0,,1.0,1.0
JGN,1.0,,1.0,1.0
JGP,1.0,,1.0,1.0
JGQ,,1.0,1.0,
JGR,6.0,1.0,7.0,0.8571428571428571
JGS,5.0,,5.0,1.0
JGT,1.0,,1.0,1.0
JGU,,1.0,1.0,
JGW,1.0,1.0,2.0,0.5
JGX,1.0,,1.0,1.0
JGY,99.0,39.0,138.0,0.717391304347826
JGZ,,1.0,1.0,
JH,2.0,,2.0,1.0
JHA,3.0,,3.0,1.0
JHB,1.0,1.0,2.0,0.5
JHC,2.0,,2.0,1.0
JHD,6.0,,6.0,1.0
JHE,3.0,,3.0,1.0
JHF,,1.0,1.0,
JHG,1.0,1.0,2.0,0.5
JHH,2.0,,2.0,1.0
JHI,42.0,16.0,58.0,0.7241379310344828
JHJ,1.0,,1.0,1.0
JHL,2.0,,2.0,1.0
JHN,1.0,,1.0,1.0
JHO,4.0,1.0,5.0,0.8
JHP,,1.0,1.0,
JHQ,2.0,,2.0,1.0
JHR,6.0,4.0,10.0,0.6
JHS,8.0,4.0,12.0,0.6666666666666666
JHT,2.0,,2.0,1.0
JHV,1.0,,1.0,1.0
JHW,1.0,2.0,3.0,0.3333333333333333
JHX,1.0,,1.0,1.0
JHY,,2.0,2.0,
JI,9.0,1.0,10.0,0.9
JIA,1.0,,1.0,1.0
JIB,,1.0,1.0,
JIC,1.0,,1.0,1.0
JIE,1.0,,1.0,1.0
JIF,1.0,,1.0,1.0
JIG,1.0,,1.0,1.0
JII,1.0,,1.0,1.0
JIJ,1.0,1.0,2.0,0.5
JIK,5.0,1.0,6.0,0.8333333333333334
JIM,3.0,1.0,4.0,0.75
JIN,1.0,,1.0,1.0
JIO,3.0,,3.0,1.0
JIP,2.0,,2.0,1.0
JIQ,3.0,,3.0,1.0
JIS,3.0,,3.0,1.0
JIT,39.0,9.0,48.0,0.8125
JIU,3.0,1.0,4.0,0.75
JIV,1.0,,1.0,1.0
JIW,34.0,10.0,44.0,0.7727272727272727
JIX,2.0,1.0,3.0,0.6666666666666666
JIY,1.0,,1.0,1.0
JIZ,2.0,,2.0,1.0
JJ,5.0,1.0,6.0,0.8333333333333334
JJB,2.0,,2.0,1.0
JJC,1.0,,1.0,1.0
JJE,1.0,,1.0,1.0
JJF,3.0,,3.0,1.0
JJG,1.0,1.0,2.0,0.5
JJH,1.0,,1.0,1.0
JJI,3.0,,3.0,1.0
JJJ,6.0,1.0,7.0,0.8571428571428571
JJK,5.0,,5.0,1.0
JJL,1.0,,1.0,1.0
JJM,1.0,1.0,2.0,0.5
JJO,1.0,1.0,2.0,0.5
JJQ,2.0,,2.0,1.0
JJR,1.0,,1.0,1.0
JJS,6.0,4.0,10.0,0.6
JJT,1.0,,1.0,1.0
JJU,6.0,5.0,11.0,0.5454545454545454
JJV,6.0,,6.0,1.0
JJW,,1.0,1.0,
JJX,1.0,,1.0,1.0
JJY,1.0,,1.0,1.0
JJZ,2.0,2.0,4.0,0.5
JK,12.0,7.0,19.0,0.631578947368421
JKA,1.0,,1.0,1.0
JKB,2.0,,2.0,1.0
JKC,3.0,,3.0,1.0
JKD,1.0,,1.0,1.0
JKE,4.0,,4.0,1.0
JKG,23.0,7.0,30.0,0.7666666666666667
JKH,3.0,1.0,4.0,0.75
JKI,1.0,,1.0,1.0
JKK,1.0,,1.0,1.0
JKL,1.0,,1.0,1.0
JKM,2.0,1.0,3.0,0.6666666666666666
JKN,2.0,,2.0,1.0
JKO,2.0,1.0,3.0,0.6666666666666666
JKQ,3.0,,3.0,1.0
JKR,3.0,,3.0,1.0
JKS,3.0,1.0,4.0,0.75
JKT,1.0,,1.0,1.0
JKU,1.0,,1.0,1.0
JKV,3.0,1.0,4.0,0.75
JKX,,1.0,1.0,
JKZ,2.0,,2.0,1.0
JL,7.0,,7.0,1.0
JLA,3.0,3.0,6.0,0.5
JLB,6.0,,6.0,1.0
JLC,2.0,2.0,4.0,0.5
JLD,8.0,2.0,10.0,0.8
JLE,1.0,,1.0,1.0
JLF,1.0,,1.0,1.0
JLG,3.0,,3.0,1.0
JLH,1.0,,1.0,1.0
JLI,8.0,1.0,9.0,0.8888888888888888
JLJ,,2.0,2.0,
JLL,7.0,4.0,11.0,0.6363636363636364
JLM,,1.0,1.0,
JLN,2.0,,2.0,1.0
JLO,1.0,,1.0,1.0
JLP,1.0,,1.0,1.0
JLQ,3.0,,3.0,1.0
JLR,1.0,,1.0,1.0
JLS,1.0,,1.0,1.0
JLT,,1.0,1.0,
JLU,1.0,,1.0,1.0
JLV,5.0,,5.0,1.0
JLW,2.0,,2.0,1.0
JLX,1.0,,1.0,1.0
JLY,,1.0,1.0,
JLZ,7.0,,7.0,1.0
JM,1.0,,1.0,1.0
JMB,9.0,1.0,10.0,0.9
JMC,5.0,,5.0,1.0
JMD,4.0,,4.0,1.0
JME,1.0,,1.0,1.0
JMG,3.0,,3.0,1.0
JMI,1.0,,1.0,1.0
JMJ,,1.0,1.0,
JMK,,1.0,1.0,
JML,2.0,,2.0,1.0
JMM,4.0,2.0,6.0,0.6666666666666666
JMO,1.0,,1.0,1.0
JMP,3.0,,3.0,1.0
JMQ,1.0,,1.0,1.0
JMS,2.0,,2.0,1.0
JMT,6.0,,6.0,1.0
JMV,,1.0,1.0,
JMW,1.0,,1.0,1.0
JMZ,1.0,,1.0,1.0
JNB,1.0,,1.0,1.0
JND,2.0,1.0,3.0,0.6666666666666666
JNF,5.0,2.0,7.0,0.7142857142857143
JNG,2.0,,2.0,1.0
JNH,38.0,11.0,49.0,0.7755102040816326
JNI,3.0,1.0,4.0,0.75
JNJ,2.0,,2.0,1.0
JNK,1.0,2.0,3.0,0.3333333333333333
JNL,,1.0,1.0,
JNN,7.0,1.0,8.0,0.875
